Pregunta|Intencion|Intencion_cat_label|Intencion_encoded
querer obtener clave reconocer|Cat_1|1|1
cuál es la tasa que me cobran por el uso del acuerdo de sobregiro?|Cat_56|56|304
una vez que tengo el preaprobado cuanto tiempo hay para presentar los datos para la tasacion?|Cat_216|216|124
soy cliente y necesito un prestamo para un auto|Cat_223|223|132
querer confirmar recarga subir acreditar saldar|Cat_129|129|28
donde veo el saldo a abonar de la tarjeta?|Cat_342|342|263
cuando se van a comunicar conmigo para saber si esta aprobado el préstamo hipotecario o no?|Cat_215|215|123
online se puede hacer el prestamo|Cat_223|223|132
querer bajo cuenta debito credito|Cat_41|41|288
aumentar descubierto|Cat_57|57|305
crear cuenta plazo fijo|Cat_169|169|72
que documentación tengo que presentar para recibir un cobro desde el exterior?|Cat_32|32|238
cuanto tiempo tengo para encontrar una nueva propiedad una vez aprobado el préstamo hipotecario?|Cat_206|206|114
necesito numero telefono|Cat_147|147|48
cual es el numero de superlinea|Cat_147|147|48
cuando deber esperar para soliictar prestamos on line|Cat_223|223|132
encontre un debito por seguro de vivienda que yo no pedi|Cat_264|264|177
como solicito asistencia si me encuentro en el exterior?|Cat_282|282|196
debitaronon desconocer realizar|Cat_112|112|15
cuanto tarda en adherirse un servicio a debito automatico?|Cat_106|106|9
quiero simular una cuota para compra de vivienda|Cat_251|251|163
necesito pedir credito|Cat_223|223|132
tengo vencida la tarjeta de ccredito  como hago para que me envíen la nueva?|Cat_316|316|234
hacer pago expensas|Cat_132|132|32
programar pago tarjeta|Cat_342|342|263
cuanto sale cuenta|Cat_96|96|348
extension limite en debito|Cat_303|303|220
¿puedo pagar por adelantado cuotas del préstamo prendario?|Cat_246|246|157
como se hace una transferencia al exterior?|Cat_36|36|282
me descontaron dinero de la cuenta|Cat_112|112|15
necesito activar transferencia|Cat_83|83|334
x donde puedo mirar el listado de sucursales ??|Cat_91|91|343
tengo un atraso en el pago de mi tarjeta|Cat_192|192|98
quiero saber porque no me aparece la opcion de stop débito de mi tarjeta visa|Cat_353|353|275
centro select|Cat_147|147|48
quiero ver mi resumen y el monto a pagar..|Cat_138|138|38
debitar automatico monotributo modificar situación modificación traducir debitar|Cat_129|129|28
que tipo de autos financian. hay que ir a la concesionaria antes|Cat_228|228|137
me interesa préstamo personal...soy clienta..|Cat_223|223|132
hablar deuda|Cat_194|194|100
quiero ver mi resumen|Cat_138|138|38
que es un resumen impositivo|Cat_137|137|37
queria saber si a tengo un credito queria saber si podia sacar otro|Cat_218|218|126
se puede acceder a un hipotecario si el inmueble está en construccion|Cat_228|228|137
yo pedi las tarjetas queria saber si ya estaban|Cat_293|293|208
como es el plan b|Cat_308|308|225
cuales son los prestamos prendarios que tiene el banco|Cat_225|225|134
consumo realizar personar|Cat_112|112|15
quiero información comision comprar lebacs|Cat_96|96|348
necesito que me llamen|Cat_134|134|34
no puedo ver la nueva suma asegurada por incendio del edificio.|Cat_265|265|178
quierotelefono comunicarme visa santander|Cat_147|147|48
contrate un seguro de vivienda y no me llegue la póliza|Cat_266|266|179
que beneficios tengo por ser cliente del banco al solicitar un prestamo personal?|Cat_221|221|130
no me toma los datos de la tj de coordenadas|Cat_5|5|297
quisiera consular. como hago la cancelacion de una compra con tarjeta|Cat_281|281|195
no llegar plastico nuevo tarjeta|Cat_293|293|208
hice un reclamo por un accidente y no tengo respuestas|Cat_270|270|184
quisiera saber si continua la promocion en kansas con tarjeta black|Cat_311|311|229
queria obtener más información sobre como adquirir un posnet|Cat_71|71|321
necesito saber informacion de contacto para rehabilitar una tarjeta de debito.|Cat_286|286|200
cómo es la condición de emisión de lebacs?|Cat_158|158|60
tengo una cuenta con debito automatico y me reclaman un pago de tarjeya|Cat_279|279|193
cuanto me pueden a llegar a prestar si saco un procrear?|Cat_236|236|146
cuales son los requisitos para recibir una transferencia del exterior?|Cat_32|32|238
como puedo ver el comprobante o fechas de cobro del préstamo que se debita de mi cuenta?|Cat_239|239|149
caducar clave|Cat_1|1|1
puedo sumar ingresos de otra fuente y pedir el prestamo hipotecario|Cat_254|254|166
puedo solicitar un préstamo hipotecario para ampliación de vivienda?|Cat_228|228|137
estoy interesado en comprar un auto|Cat_228|228|137
quiero dar de baja un plazo fijo|Cat_182|182|87
quiero pagar la cuota del auto a traves de la app|Cat_239|239|149
quisiera consultarle como puedo solicitar otro ejecutivo de cuenta?|Cat_126|126|25
cómo tengo que hacer para cobrar el seguro por el robo de cartera?|Cat_265|265|178
telefono contacto|Cat_147|147|48
cuanto es el monto para invertir en fondos comunes de inversión ejemplo renta variable|Cat_173|173|77
quiero enviar dinero al exterior|Cat_36|36|282
me gustaría sacar un prestamo personal me podría informar... no soy cliente del banco|Cat_248|248|159
cómo ingreso a mi cuenta?|Cat_3|3|215
realice un canje por equivocacion|Cat_331|331|251
movimiento tarjeta credito visa|Cat_355|355|277
quiero cambiar a la beneficiaria de mi seguro de vida  cómo lo hago?|Cat_268|268|181
que costo tiene las cuentas?|Cat_96|96|348
quisiera saber si podrian enviarme el estado actual de mis cuentas bancarias|Cat_61|61|310
quiero hacer una compra online con la tarjeta y me salta error.|Cat_283|283|197
mi mamá puede sacar un ccredito hipotecario para mi casa?|Cat_256|256|168
tengo que cambiar el día que arreglé con el cartero|Cat_317|317|235
quiero emitir una tarjeta de debito para el cotitular|Cat_316|316|234
puedo dejar una queja por la atención en la sucursal?|Cat_133|133|33
queiro cambiar de tarjeta por la platinum.|Cat_40|40|287
quiero saber cuanto es lo que tengo que pagar este mes|Cat_99|99|351
no me realizaron el débito de litoral gas|Cat_129|129|28
agregar reclamo en frente|Cat_297|297|212
abrir cuenta plan sueldo|Cat_72|72|322
reclamar compra tarjeta|Cat_112|112|15
hacer adhesion servicio da|Cat_132|132|32
necesitar pagar mantenimienrto|Cat_96|96|348
designacion escribano|Cat_207|207|115
quiero que me mejoren la tasa de interés de un plazo fijo|Cat_184|184|89
tiene algun costo abrir un fondo comun de invercion|Cat_96|96|348
como hago para obtener los beneficios iu?|Cat_140|140|41
por que me han sacado el ccredito préacordado|Cat_197|197|103
quiero comprar levac|Cat_157|157|59
me gustaria saber cual es el limite de compra en una tarjetas de debito visa|Cat_303|303|220
que es un token|Cat_5|5|297
comprar una vivienda|Cat_228|228|137
olvide mi usuario de home bankie|Cat_1|1|1
como cambio la contraseña|Cat_1|1|1
aadvantage venir resumen  tarjeta credito|Cat_277|277|191
me pasas el 0800 para averiguar por un credito soy cliente|Cat_225|225|134
cuándo paga cupón|Cat_158|158|60
por que pago mis cuentas me pide que genere una clave en el cajero?|Cat_131|131|31
quiero que me reenvien resumenes anteriores de mi cuenta|Cat_138|138|38
necesitaria sacar un prestamo para comprar una casa... queria saber hasta cuanto dinero podria sacar|Cat_236|236|146
necesito whatsapp del banco|Cat_29|29|204
siendo extranjero puedo obtener un ccredito hipotecario|Cat_248|248|159
quiero saber cuanto pagan los fondos|Cat_174|174|78
ingrese mi nueva tarjeta de debito con clave nueva y se me bloqueo|Cat_288|288|202
como activo y sincronizo el token?|Cat_5|5|297
puedo financiar mi limite descubierto|Cat_120|120|21
perdí mi tarjeta de coordenada|Cat_294|294|209
querer adherir municipio corriente|Cat_132|132|32
me entraron a robar y se llevaron dinero  eso lo cubre el seguro?|Cat_265|265|178
poder pagar menos total saldo pagar tarjeta|Cat_342|342|263
cuanto paga la letra del banco central?|Cat_155|155|57
me descontaron algo que no corresponde y queiro que me lo devuelvan|Cat_112|112|15
quieronumero telefono comunicar alguien|Cat_147|147|48
querer empezar debitar tarjeta servicio|Cat_106|106|9
como me contacto con un operador por telefono?|Cat_147|147|48
que cubre el seguro de vivienda?|Cat_265|265|178
necesito comprar una casa como tengo que hacer|Cat_228|228|137
necesito la dirección de una sucursal para comprar dolares|Cat_166|166|69
hice una compra pero me la cobraron dos veces|Cat_112|112|15
generar cambiar usuario tomar|Cat_1|1|1
supercuentra anses para jubilados|Cat_63|63|312
telefono de sector black|Cat_147|147|48
los datos del contratante del seguro no son correctos|Cat_267|267|180
el estado de mi tarjeta visa  me habían enviado el plástico nuevo a la sucursal|Cat_293|293|208
cual es el telefono para hablar con un representante?|Cat_147|147|48
como blanquear pin tarjeta visa credito|Cat_288|288|202
no trabajo en relacion de dependencia soy autonomo. queria saber si puedo acceder acceder a un prestamo hipotecario?|Cat_248|248|159
sobre la tarjeta joven|Cat_140|140|41
compra entrar empresa registrar compra tarjeta visa banco|Cat_112|112|15
como obtengo una caja de ahorro|Cat_39|39|285
como hago para imprimir mi resumen mensual?|Cat_138|138|38
puedo financiar los gastos de la operacion de compra-venta en el caso de un prestamo hipotecario?|Cat_231|231|141
queria saber fechas de cierre. tengo una visa gold. me llego el mes pasado y no se donde consultar|Cat_341|341|262
adhesión debito automatico|Cat_87|87|338
puedo comprar dolares desde la web de mi caja de ahorro en pesos y ponerlos en mi caja de ahorro en dolares?|Cat_166|166|69
si nesesito saber si en la sucursal esta para retirar una nueva tarjeta visa|Cat_293|293|208
olvide mi clave de tarjeta|Cat_288|288|202
me mandaron dos plasticos iguales de visa y dos plasticos iguales de amex|Cat_309|309|226
quisiera saber cual es el numero para consultar el monto que tengo en la tarjeta|Cat_303|303|220
como hago para pagar un impuesto con la tarjeta de credito?|Cat_132|132|32
como cambio mi clave y nombre de usuario|Cat_1|1|1
saber margen tarjeta|Cat_303|303|220
extension de limite de credito|Cat_302|302|219
como pago un servicio que no aparece en la lista|Cat_130|130|30
necesito que reimpriman los plásticos porque estan mal los datos|Cat_315|315|233
cuales son los ingresos necesarios para solicitar el super préstamo hipotecario uvas?|Cat_249|249|160
como puedo ver los puntos de las tarjetas|Cat_325|325|244
nececito que me vuelvan a imprimir el plastico de mi targeta de credito|Cat_316|316|234
los vouchers de superclub se acumulan con las promociones del banco en los locales?|Cat_311|311|229
necesito sacar mi tarjeta credito universitaria|Cat_359|359|281
por que  mi cuenta corriente esta en rojo?|Cat_56|56|304
quiero sacar tarjeta credito telefono|Cat_337|337|257
como puedo imprimir factura de visa santander ?|Cat_138|138|38
hice una transferencia y no se acreditó|Cat_77|77|327
no me aparece la tarjeta de credito en online banking|Cat_117|117|18
quiero saber cuanta plata puedo retirar por cajero?|Cat_303|303|220
porque no me llega el resumen? como puedo hacer para saber?|Cat_138|138|38
debo tener una cuenta en el banco para solicitar el prestamo hipotecario?|Cat_248|248|159
me robaron la billetera con las tarjetas|Cat_294|294|209
cómo lo puedo contactar a mi ejecutivo|Cat_126|126|25
el credito puedo usarlo para lo que quiera?|Cat_228|228|137
up grade de cuenta|Cat_86|86|337
tengo cuenta en otro banco es posible pagar la visa de santander?|Cat_342|342|263
tratar sacar clave home banking pedir codigo|Cat_1|1|1
cuanto sale mandar dolares a otro país?|Cat_31|31|227
intentar generar clave|Cat_1|1|1
recibo sueldo pedir sacar tarjeta|Cat_337|337|257
las tarjetas adicionales tienen los mismos beneficios|Cat_311|311|229
llegar mens renovar clave|Cat_1|1|1
necesito numero telefono hablar personar|Cat_147|147|48
quiero desconocer consumos en u$s|Cat_112|112|15
quiero que la póliza llegue a mi domicilio|Cat_266|266|179
tarjeta de debito universitarios|Cat_359|359|281
mi marido perdio la tarjeta del cajero|Cat_294|294|209
invertí en un fondo de inversión mix ¿cuando pida el rescate me calcula la ganancia?|Cat_175|175|79
cuales son los banco intermediarios|Cat_32|32|238
iniciar sección online cerrar ingresar|Cat_0|0|0
necesito saber como hago para pagar iibb de la ciudad de buenos aires|Cat_132|132|32
recuperar pin cajero automatico|Cat_288|288|202
cual es el numero de la sucursal de posadas. misiones|Cat_91|91|343
necesito respuesta reclamar hacer|Cat_135|135|35
quiero pagar deuda|Cat_192|192|98
no me aparece el nombre del servicio dentro de las opciones de pago|Cat_130|130|30
necesito el comprobante del pago de un préstamo que hice|Cat_98|98|350
transferir de la caja de ahorros a cuenta corriente.|Cat_85|85|336
quiero saber el monto que tengo en mi cuenta|Cat_50|50|298
necesito dar de baja las cuentas|Cat_41|41|288
cómo modifico el monto de mis tarjetas adicionales|Cat_335|335|255
buen dia|Cat_19|19|95
cómo hago para extraer dolares de mi caja de ahorro?|Cat_298|298|213
que interes me deja un bono|Cat_155|155|57
queria saber el costo de mantenimiento de mi cuenta|Cat_96|96|348
necesito telefono santander|Cat_147|147|48
la casa a escriturar puede ponerse a nombre de otra persona a la que solicito el préstamo hipotecario?|Cat_256|256|168
generar una nueva contraseña|Cat_1|1|1
para cerrar la pagina que pasos tengo que hacer|Cat_0|0|0
necesito saber mi cbu para q me realicen una transferencia|Cat_42|42|289
quiero ver si puedo comprar el bonar|Cat_157|157|59
querer gestionar clave operar telefonicamente|Cat_1|1|1
sos una mujer|Cat_27|27|183
porque siguen cobrando el seguro de saldo deudor?|Cat_319|319|237
se pueden sacar ambos creditos a la vez ?|Cat_218|218|126
prestamos para una moto|Cat_228|228|137
no realizaron el pago automatico en cuenta de mi factura de gas|Cat_129|129|28
quisiera saber los beneficios de las tarjetas black|Cat_141|141|42
quiero obtener visa credito|Cat_337|337|257
que tarjetas tengo que usar para sumar millas?|Cat_274|274|188
cómo denuncio un siniestro de mi casa?|Cat_265|265|178
como es el tema de la app en el celu? me la descargué por primera vez|Cat_3|3|215
necesito pagar mi tarjeta y no tengo la factura como hago??|Cat_342|342|263
horario llamar|Cat_147|147|48
necesitar rechazar debitar automatico caja ahorrar|Cat_129|129|28
quiero saber por que no se ha podido debitar el servicio de cablevision de mi cuenta|Cat_129|129|28
estoy llamando para hacer un reclamo|Cat_135|135|35
el tv led me dejo de funcionar  como lo denuncio?|Cat_265|265|178
numero estudio juridico|Cat_190|190|96
necesitaba abrir la cuenta para invertir|Cat_169|169|72
necesito numero telefono estudio juridico|Cat_190|190|96
por que no fueron debitados mis servicios?|Cat_129|129|28
cambia el descuento en las entradas por ser cliente select?|Cat_311|311|229
cómo hago para acceder a una cuenta corriente|Cat_39|39|285
los gastos de escritura de prestamo hipotecario me los financian?|Cat_210|210|118
